transaction_date,customer_id,region,product_category,units_sold,unit_price,revenue,high_value
2024-04-01,2759,North,Electronics,2.0,40,90.2450035360518,0
2024-06-10,2700,East,Electronics,18.0,60,1064.782432764993,1
2024-07-24,1144,South,Home,15.0,20,300.0,0
2023-12-16,2469,North,Electronics,15.0,60,881.4683250000686,1
2023-09-10,1509,East,Beauty,4.0,150,587.2265319948644,0
2023-03-04,2935,East,Sports,13.0,40,495.667822618447,0
2023-07-18,1002,East,Clothing,18.0,20,358.33533977242445,0
2024-03-25,1559,Unknown,Home,3.0,20,31.101095625732,0
2024-03-23,1374,South,Sports,11.0,100,1095.4602917447514,1
2024-07-23,1119,Unknown,Electronics,8.0,60,473.568109105156,0
2024-05-25,2134,South,Electronics,5.0,60,260.3987443600315,0
2024-08-13,1364,North,Clothing,5.0,100,497.9487374539237,0
2024-09-02,1422,North,Beauty,11.0,150,1631.7120585703617,1
2023-09-30,2579,North,Home,12.0,100,1225.704648502052,1
2023-12-10,1805,East,Beauty,11.0,60,655.7651652571889,0
2024-09-07,1142,South,Clothing,8.0,150,1211.1669157443812,1
2024-03-31,2274,West,Home,19.0,20,333.70069690080425,0
2024-12-25,2760,South,Home,3.0,40,112.01363149183904,0
2024-01-08,1632,West,Clothing,6.0,150,872.8052954674249,1
2024-12-17,2218,South,Clothing,5.0,150,773.2586963118838,1
2023-05-09,1802,South,Electronics,16.0,60,906.836189647736,1
2023-02-18,1742,North,Beauty,6.0,60,368.3367712839814,0
2024-10-10,2423,West,Sports,11.0,150,1648.4425397632097,1
2024-07-10,2859,East,Home,1.0,20,20.0,0
2023-06-05,1617,West,Beauty,3.0,100,314.3998007764957,0
2023-05-26,1594,Unknown,Electronics,1.0,40,46.44908941066704,0
2023-11-12,1167,Unknown,Clothing,8.0,40,387.74773030503695,0
2024-08-20,1537,North,Clothing,2.0,20,26.90864577406926,0
2024-12-03,1875,West,Clothing,18.0,40,694.0107407929451,1
2024-10-26,1799,South,Clothing,19.0,60,1147.2139241458551,1
2024-07-12,1187,North,Clothing,6.0,100,594.1806808517052,0
2024-12-06,1015,North,Clothing,8.0,100,811.6777318105845,1
2023-01-11,2384,South,Home,9.0,60,505.1008835041357,0
2024-11-11,1334,Unknown,Sports,10.0,100,1037.136333915219,1
2023-12-25,1656,North,Electronics,11.0,20,192.3164842478561,0
2023-11-17,2709,North,Electronics,2.0,150,277.0624218065132,0
2024-09-18,2966,West,Electronics,17.0,100,1692.9316469393689,1
2023-12-12,1835,West,Clothing,15.0,100,1484.0402190411876,1
2024-01-30,2900,Unknown,Home,3.0,150,438.8790967454245,0
2023-11-10,2225,West,Clothing,16.0,40,615.7952075066516,0
2024-01-17,1300,Unknown,Sports,12.0,20,234.61498575092432,0
2024-07-29,1208,North,Sports,2.0,100,214.15168326074584,0
2023-12-31,1499,North,Clothing,6.0,60,335.9567239930422,0
2024-05-15,2926,West,Beauty,2.0,150,341.7866205958264,0
2024-10-27,2863,Unknown,Clothing,9.0,20,207.3010064258997,0
2023-04-14,1449,East,Clothing,14.0,20,294.3401281793418,0
2024-04-17,2883,West,Clothing,10.0,100,1272.9019192107346,1
2023-05-27,1918,North,Home,8.0,40,326.8251068186834,0
2023-12-09,1228,East,Home,2.0,40,65.99638754247778,0
2024-06-20,1310,North,Electronics,5.0,100,509.5170636733672,0
2023-08-24,1208,East,Clothing,6.0,40,239.86312293918823,0
2023-06-02,1359,West,Clothing,14.0,20,296.23687495862555,0
2023-01-17,1574,East,Clothing,7.0,100,693.4409965059481,1
2023-03-10,1223,North,Home,19.0,40,774.8465685257739,1
2023-11-01,2694,South,Clothing,18.0,40,746.3793201030127,1
2024-10-17,1218,North,Clothing,5.0,60,318.7165560796148,0
2023-07-22,2013,West,Clothing,15.0,20,304.75781861134703,0
2023-02-06,1697,South,Home,17.0,100,1699.334259505091,1
2024-01-04,1928,South,Electronics,18.0,40,724.2592842289216,1
2023-01-18,2643,North,Electronics,7.0,60,375.76211945758985,0
2024-10-11,2482,East,Electronics,16.0,40,644.0405835434706,0
2024-10-25,2912,North,Clothing,7.0,60,402.5985065186002,0
2024-05-25,1507,North,Clothing,15.0,20,289.45613105401486,0
2023-03-15,1746,West,Beauty,14.0,100,1388.5794205069897,1
2024-08-12,1145,Unknown,Clothing,15.0,100,1539.2885194591822,1
2024-04-16,2567,North,Home,7.0,40,316.8575671496341,0
2024-12-10,1836,North,Clothing,16.0,100,1570.0893266160776,1
2023-09-19,2643,North,Sports,1.0,100,107.10316672219476,0
2024-09-11,1470,South,Sports,13.0,20,255.05415453061013,0
2024-12-11,1403,North,Electronics,12.0,150,1800.0,0
2023-11-26,2281,East,Clothing,16.0,40,655.0439247903906,0
2024-04-04,2416,East,Home,8.0,40,275.7940018227646,0
2024-01-20,2400,North,Clothing,1.0,40,27.6015713280199,0
2024-10-11,2559,East,Beauty,16.0,60,952.7927879997558,1
2023-01-02,2663,East,Electronics,11.0,150,1662.9580210917857,1
2023-03-27,2147,Unknown,Sports,5.0,20,108.91324687633,0
2023-04-14,1238,North,Home,11.0,40,443.34233371188463,0
2024-02-27,2820,South,Electronics,11.0,100,1100.779818238695,1
2023-03-02,2898,Unknown,Home,1.0,60,54.04321300023079,0
2024-09-28,2944,West,Electronics,9.0,150,1346.898401148729,1
2023-06-06,1669,North,Home,7.0,150,1021.4288468956744,1
2024-10-27,2507,East,Electronics,7.0,40,313.43294795798454,0
2024-02-06,2982,West,Clothing,10.0,100,944.0422237801326,1
2024-02-02,1933,South,Clothing,16.0,100,1553.5080115246608,1
2024-05-24,2165,North,Electronics,10.0,40,685.8458319922502,1
2023-02-01,1361,North,Clothing,19.0,60,1132.5604218711628,1
2023-01-27,2993,South,Sports,19.0,150,2232.3543537781675,1
2023-04-02,2166,East,Beauty,2.0,40,106.00972226904594,0
2023-02-13,2266,North,Sports,14.0,20,250.9391898921984,0
2023-05-13,1140,Unknown,Clothing,2.0,60,132.6738865724971,0
2024-02-16,2756,West,Clothing,1.0,100,45.05081881200693,0
2024-08-21,1341,West,Beauty,15.0,40,576.3056078962311,0
2024-07-11,2381,North,Clothing,7.0,40,254.66742431390827,0
2023-10-08,1473,South,Clothing,16.0,100,1600.5085942839562,1
2024-08-06,2790,Unknown,Clothing,14.0,150,2146.592155495428,1
2023-10-10,2958,North,Sports,10.0,20,277.56678237184303,0
2024-03-29,2572,North,Home,10.0,60,582.1798383098763,0
2024-03-16,2263,South,Home,4.0,60,226.8397001803063,0
2023-07-06,1753,West,Home,12.0,100,1175.309418105972,1
2023-08-29,1402,East,Beauty,17.0,150,2232.3543537781675,1
2024-09-08,1891,North,Clothing,12.0,20,286.12014663340983,0
2024-01-17,2144,West,Beauty,18.0,20,391.0451844758312,0
2024-07-29,1249,North,Home,15.0,60,883.3908419581844,1
2024-07-20,2890,South,Clothing,15.0,40,650.1244315601087,0
2023-09-28,1395,Unknown,Electronics,6.0,150,962.881350958827,1
2024-01-22,1956,Unknown,Electronics,17.0,40,645.6096340235504,0
2023-04-26,2538,North,Clothing,19.0,40,750.6435771310743,1
2023-08-25,2623,Unknown,Sports,13.0,100,1316.695910382978,1
2023-12-21,1741,North,Clothing,7.0,150,1041.1717365325735,1
2024-04-09,1862,North,Electronics,5.0,40,182.82418458504165,0
2023-04-11,1610,South,Electronics,1.0,60,73.54610558821892,0
2024-12-19,1404,North,Sports,7.0,100,656.0439272518705,0
2023-08-30,2927,Unknown,Home,11.0,20,246.27228613949268,0
2023-12-03,1199,North,Sports,16.0,40,621.8064188302166,0
2024-04-24,1234,South,Sports,3.0,40,95.8083321658166,0
2023-09-15,2731,Unknown,Beauty,18.0,150,2232.3543537781675,1
2023-05-25,1379,South,Beauty,10.0,60,766.5810161604497,1
2024-06-25,1987,West,Electronics,4.0,20,16.811224221788684,0
2023-10-02,1573,Unknown,Clothing,13.0,60,772.6452435747217,1
2024-01-12,2964,North,Home,14.0,60,844.5455551467223,1
2024-03-16,1050,South,Clothing,19.0,60,1149.1259674973287,1
2024-10-28,2977,Unknown,Home,10.0,20,169.58615461085594,0
2023-09-03,2564,Unknown,Clothing,8.0,40,320.7534686262717,0
2024-02-05,1778,Unknown,Electronics,13.0,40,508.5967585698613,0
2023-04-23,1014,East,Electronics,11.0,150,1692.0483235360475,1
2023-02-20,2046,Unknown,Beauty,10.0,20,299.31053136732226,0
2024-05-28,2895,Unknown,Electronics,7.0,100,717.3752670253658,1
2023-02-08,1738,East,Clothing,19.0,150,2232.3543537781675,1
2024-04-14,2867,Unknown,Clothing,11.0,100,1155.8419776338403,1
2024-12-17,2304,North,Beauty,18.0,40,765.1149706616188,1
2023-12-17,1542,West,Clothing,3.0,150,458.85509241727993,0
2024-12-12,1260,South,Clothing,16.0,20,330.83320244727184,0
2024-09-30,2651,North,Home,8.0,150,1210.5246719699926,1
2023-06-06,1527,North,Clothing,19.0,20,376.470081346456,0
2023-04-19,1636,West,Home,8.0,40,328.99185832491094,0
2023-01-31,1756,North,Clothing,19.0,60,1139.063137793087,1
2023-01-04,2403,North,Beauty,15.0,60,948.3251660871352,1
2024-08-28,1500,North,Electronics,17.0,100,1702.8617794600232,1
2023-10-09,1760,Unknown,Clothing,2.0,40,44.1644128535382,0
2023-11-09,1175,East,Beauty,13.0,60,793.6889035385578,1
2023-12-17,1523,South,Beauty,17.0,100,1675.7316285339048,1
2023-02-09,1401,Unknown,Home,11.0,100,1081.1994033639446,1
2024-08-27,1540,West,Clothing,4.0,40,161.10389403050786,0
2024-12-29,1634,Unknown,Home,11.0,20,223.93525256653908,0
2024-01-07,2792,North,Sports,4.0,60,247.1723149763272,0
2024-09-10,1988,North,Beauty,1.0,40,53.33338612547378,0
2023-09-21,1851,Unknown,Electronics,4.0,60,185.5595377401859,0
2024-12-15,1231,West,Clothing,12.0,60,721.8667194699804,1
2023-01-05,2419,South,Clothing,10.0,60,602.7431602224896,0
2023-08-09,1118,North,Sports,18.0,20,344.52813862114147,0
2024-03-09,1197,Unknown,Electronics,5.0,40,160.0089056773714,0
2023-03-21,1639,South,Clothing,6.0,40,212.31947839395636,0
2023-04-02,2485,South,Beauty,3.0,20,69.06720960723723,0
2023-03-23,1865,South,Beauty,5.0,40,161.52060323366555,0
2024-02-20,1398,South,Electronics,12.0,100,1254.3990781986242,1
2023-02-12,1109,West,Clothing,4.0,150,559.1333113874239,0
2024-11-16,2078,East,Home,17.0,40,685.0728402072467,1
2023-08-22,1166,Unknown,Clothing,17.0,20,349.3907404800049,0
2023-06-21,2304,East,Sports,19.0,150,2232.3543537781675,1
2023-04-29,1516,North,Clothing,4.0,60,266.6180065387252,0
2024-05-03,1216,West,Beauty,5.0,60,304.41055862962435,0
2023-01-15,1233,East,Clothing,14.0,40,555.535922779192,0
2023-07-14,2423,North,Beauty,17.0,40,704.8191500845662,1
2024-09-24,2551,West,Electronics,19.0,100,1893.624848954526,1
2023-02-17,2293,West,Clothing,19.0,20,385.2932743573939,0
2023-12-08,1300,South,Beauty,19.0,60,1146.6279668021664,1
2023-02-18,1184,North,Home,9.0,60,508.34852403245714,0
2023-02-11,1506,North,Electronics,10.0,60,592.6859928352078,0
2024-03-24,2228,Unknown,Clothing,1.0,150,151.1365294673429,0
2023-07-24,2497,North,Home,15.0,20,319.57741618149294,0
2024-04-19,2446,North,Clothing,7.0,100,676.3257438422507,0
2023-07-26,2974,East,Home,4.0,40,125.09563718820849,0
2024-11-20,1774,Unknown,Beauty,3.0,60,200.1615182979289,0
2024-12-02,2003,West,Clothing,3.0,150,430.89440439173785,0
2024-12-21,1884,North,Home,13.0,40,495.7169725793561,0
2024-12-30,1650,North,Beauty,6.0,20,132.77405438506042,0
2023-10-11,2354,North,Sports,19.0,100,1905.084695919979,1
2024-02-09,2100,South,Electronics,3.0,150,477.6058369940862,0
2024-07-13,1094,South,Clothing,12.0,60,774.2067455270458,1
2023-06-15,1566,South,Sports,5.0,150,718.8145004752967,1
2023-04-02,1598,Unknown,Clothing,13.0,60,782.6142368341132,1
2024-01-28,1744,Unknown,Clothing,13.0,20,255.4744433768481,0
2024-11-18,2834,North,Clothing,8.0,60,416.8371889756315,0
2023-07-24,1187,North,Electronics,10.0,150,1813.3527956956932,1
2024-02-24,2312,West,Clothing,12.0,150,1777.777729230003,1
2024-09-04,1742,Unknown,Sports,19.0,40,794.8259343663418,1
2024-08-10,1874,East,Home,2.0,20,41.37204530940205,0
2023-06-23,2524,North,Electronics,8.0,40,339.6343810281117,0
2023-11-25,2893,North,Beauty,1.0,100,88.15360814464219,0
2023-12-31,1161,Unknown,Clothing,17.0,150,2232.3543537781675,1
2023-10-04,2944,Unknown,Clothing,2.0,60,82.92546151799046,0
2023-10-16,1681,North,Clothing,14.0,20,281.7251281122056,0
2024-10-24,2073,Unknown,Electronics,12.0,40,461.821799563089,0
2024-09-18,2166,South,Electronics,19.0,60,1159.421655107746,1
2024-08-05,1462,North,Clothing,13.0,60,774.8859585252911,1
2024-03-17,1711,North,Beauty,5.0,60,315.7580119200901,0
2024-11-30,1062,North,Beauty,12.0,20,281.488343978222,0
2023-02-28,1419,South,Electronics,1.0,20,0.6852842016434586,0
2023-04-27,2169,North,Sports,18.0,60,1035.2220652069495,1
2024-11-03,1612,East,Electronics,19.0,60,1153.6143862724482,1
2024-10-24,1743,North,Clothing,3.0,100,300.0,0
2023-07-06,2204,Unknown,Home,10.0,150,449.38120422027794,0
2023-05-25,2627,North,Electronics,1.0,20,12.29486571046829,0
2024-10-14,1195,East,Beauty,7.0,100,706.6801657250114,1
2023-07-14,2575,West,Clothing,5.0,100,519.3865815016713,0
2024-09-10,1631,South,Electronics,1.0,60,96.68815095080052,0
2024-09-11,1209,North,Sports,11.0,60,668.7250469788037,0
2023-05-18,2428,Unknown,Sports,8.0,150,1225.9540219022856,1
2024-08-17,2535,Unknown,Clothing,14.0,150,2141.856855677728,1
2024-11-10,2469,West,Home,13.0,40,452.9738473032277,0
2024-01-23,1500,North,Electronics,11.0,20,228.45815971544465,0
2023-05-05,2910,Unknown,Clothing,5.0,150,754.7569222182788,1
2023-09-21,2810,Unknown,Electronics,16.0,60,931.2028765660152,1
2023-12-22,2112,South,Sports,4.0,60,237.079910630798,0
2023-05-19,2668,North,Clothing,2.0,100,178.15598714145378,0
2023-02-24,2869,South,Clothing,10.0,60,616.4928840430109,0
2024-08-28,1547,Unknown,Electronics,16.0,20,288.6675268308736,0
2023-09-26,1707,East,Sports,14.0,150,2129.3984200437253,1
2023-03-27,2487,Unknown,Clothing,11.0,150,1644.2043768898225,1
2024-09-26,2192,Unknown,Electronics,18.0,150,2232.3543537781675,1
2023-06-14,1261,North,Clothing,19.0,40,755.4884675374017,1
2023-12-28,1437,East,Electronics,10.0,100,1008.4829557860672,1
2024-09-08,2769,South,Beauty,3.0,100,315.011441128315,0
2024-03-03,2589,South,Clothing,10.0,20,170.64260525195283,0
2023-02-15,2242,Unknown,Beauty,3.0,150,422.4365690959122,0
2023-12-17,2864,South,Sports,5.0,60,340.7308134592376,0
2024-01-05,2517,Unknown,Clothing,12.0,60,746.6597374699588,1
2023-06-25,1540,Unknown,Clothing,15.0,40,603.0348383632385,0
2023-06-15,1826,West,Home,14.0,150,2095.868552375483,1
2024-02-11,2096,North,Clothing,14.0,40,560.5060470799261,0
2024-10-11,2021,East,Beauty,17.0,20,385.32235859253984,0
2024-09-10,2220,North,Sports,16.0,40,592.1294596686198,0
2024-10-19,1249,East,Home,5.0,40,192.5591900996772,0
2024-02-10,1078,North,Electronics,1.0,100,87.41499712817196,0
2024-11-12,2243,East,Sports,9.0,20,178.31948587741743,0
2024-07-16,2301,East,Sports,6.0,60,394.22070606657786,0
2023-12-01,2130,North,Clothing,6.0,40,241.76014207018392,0
2024-10-22,1843,Unknown,Sports,17.0,60,1041.7119296390697,1
2023-03-24,1447,North,Electronics,10.0,150,1452.9024414987962,1
2023-08-05,2236,East,Clothing,7.0,40,293.25933857781143,0
2023-01-25,2220,East,Clothing,5.0,100,512.5190880427979,0
2023-10-11,2599,Unknown,Clothing,14.0,40,538.0389487262559,0
2024-05-30,1758,East,Electronics,10.0,40,453.0803411804703,0
2024-06-30,2399,South,Home,17.0,40,691.099331297417,1
2023-06-16,1188,North,Electronics,6.0,40,243.0673554483071,0
2024-09-21,1372,North,Beauty,4.0,100,382.0918506582281,0
2024-11-21,2877,East,Sports,8.0,100,800.0,0
2023-12-14,1408,Unknown,Sports,6.0,150,843.1012239350332,1
2023-05-22,1450,North,Clothing,9.0,60,553.9991200676487,0
2023-07-22,2873,East,Sports,13.0,150,1973.8070064445749,1
2023-08-22,1570,South,Beauty,6.0,100,589.757553635801,0
2024-01-28,2368,West,Clothing,1.0,40,40.0,0
2024-08-18,2301,North,Clothing,13.0,60,825.1054131105683,1
2024-04-24,2355,South,Beauty,17.0,40,700.7342558888579,1
2023-06-05,1106,West,Home,12.0,150,1774.5146302321953,1
2023-07-30,2746,North,Beauty,4.0,100,388.02205172537447,0
2024-03-09,2815,South,Sports,8.0,100,785.4007402683108,1
2024-01-11,2789,North,Home,17.0,40,629.7812279302345,0
2024-06-09,2348,Unknown,Sports,18.0,40,696.7525441072162,1
2024-01-22,1032,South,Home,1.0,100,70.15807797246958,0
2024-08-20,1199,North,Clothing,7.0,40,267.5309665977923,0
2024-08-12,2079,East,Clothing,6.0,60,373.0543450239581,0
2023-06-05,2017,North,Clothing,10.0,150,1535.45386313099,1
2024-05-22,1666,East,Beauty,3.0,20,65.5232075338405,0
2023-10-01,2744,North,Beauty,17.0,150,2232.3543537781675,1
2023-10-24,1946,North,Home,8.0,20,120.27908697067004,0
2024-01-27,1563,West,Sports,11.0,100,1101.3309315173958,1
2024-05-02,1111,West,Electronics,13.0,20,277.7505186604764,0
2024-10-23,1033,Unknown,Sports,15.0,100,1439.527215507259,1
2024-07-24,1929,West,Clothing,1.0,150,163.41787552742915,0
2023-01-21,2198,North,Electronics,7.0,60,427.0718620398654,0
2023-09-25,2680,South,Home,6.0,150,936.171023503827,1
2024-11-21,1688,North,Beauty,9.0,40,352.59208924311014,0
2024-09-05,1813,South,Beauty,4.0,20,76.09664390151988,0
2023-07-17,1216,Unknown,Clothing,9.0,100,921.0246736059077,1
2023-10-13,2576,East,Clothing,1.0,40,70.53223504406202,0
2023-10-30,1408,West,Sports,13.0,20,217.472772850249,0
2024-08-16,2737,Unknown,Beauty,11.0,20,240.64368216921807,0
2023-12-31,1921,South,Clothing,19.0,100,1885.7985391910183,1
2024-11-11,2376,West,Sports,12.0,60,702.0552109049252,1
2023-03-11,1683,North,Clothing,16.0,100,1611.667273931065,1
2023-09-29,2642,East,Clothing,1.0,60,47.14717936905997,0
2023-03-28,1069,Unknown,Electronics,19.0,60,1140.0,0
2023-04-11,2366,West,Home,11.0,40,429.6333754076375,0
2024-07-01,2659,North,Electronics,12.0,100,1200.0,0
2023-03-11,1005,Unknown,Electronics,13.0,60,780.0,0
2023-09-10,2596,Unknown,Home,17.0,100,1679.2394186248662,1
2024-02-25,1271,East,Beauty,10.0,150,1507.2377298328374,1
2023-02-28,1697,Unknown,Electronics,17.0,40,680.0,0
2024-05-25,1530,North,Beauty,16.0,150,2232.3543537781675,1
2024-07-25,1410,South,Clothing,7.0,60,417.2811124783133,0
2024-03-20,2364,Unknown,Electronics,12.0,20,200.1488974990863,0
2024-07-11,2391,Unknown,Electronics,19.0,40,762.1953862233714,1
2023-10-18,1782,North,Sports,18.0,40,744.3131921662633,1
2023-02-21,2507,East,Sports,13.0,20,247.60712391616883,0
2023-05-25,2149,West,Home,13.0,20,244.11687691890137,0
2023-08-26,1376,North,Sports,19.0,150,2232.3543537781675,1
2023-10-07,1838,Unknown,Home,14.0,40,558.5009556334105,0
2023-04-19,2249,Unknown,Sports,1.0,20,16.309583142790828,0
2024-12-30,2389,South,Home,8.0,100,826.4470046683476,1
2024-05-27,2422,South,Electronics,6.0,150,931.84556714974,1
2024-12-03,2053,East,Home,16.0,20,363.9658054030782,0
2023-03-20,1424,North,Clothing,10.0,100,994.7664896650276,1
2023-08-20,2935,East,Home,10.0,60,583.232701035894,0
2024-12-26,1034,Unknown,Sports,12.0,150,1797.0835829832176,1
2023-09-25,2206,South,Clothing,4.0,20,64.69113905435437,0
2023-08-21,1343,North,Clothing,3.0,150,440.215881332622,0
2024-01-17,1652,West,Beauty,5.0,100,520.3145456476827,0
2023-09-14,1673,South,Beauty,1.0,60,25.562596372375616,0
2024-12-05,1145,West,Sports,4.0,60,240.0,0
2024-11-29,1254,North,Sports,3.0,60,155.36925186273527,0
2023-08-29,2120,North,Beauty,7.0,40,320.8226150885239,0
2024-03-09,2146,West,Clothing,5.0,100,495.53793387463134,0
2023-03-31,2053,South,Sports,11.0,40,427.6671609087381,0
2023-08-24,1698,Unknown,Electronics,14.0,100,1374.1406491494497,1
2023-01-20,1524,Unknown,Sports,16.0,100,1615.7871057691257,1
2024-09-29,1699,North,Home,11.0,20,244.37880250291093,0
2023-10-07,2224,North,Beauty,18.0,40,732.9723764358288,1
2024-04-19,2499,North,Sports,11.0,150,1597.1637135826766,1
2024-11-11,1529,North,Sports,6.0,40,229.5221155770233,0
2023-11-27,2571,South,Clothing,4.0,100,381.67130905884375,0
2023-03-12,1760,North,Home,12.0,40,509.30675287669,0
2024-01-09,2836,West,Beauty,9.0,60,543.404148568471,0
2023-11-21,1673,West,Clothing,19.0,60,1144.7294254046842,1
2024-02-20,2608,West,Home,6.0,20,100.9408506944836,0
2024-09-11,1212,South,Clothing,15.0,60,918.1443477335382,1
2023-12-26,2760,South,Clothing,7.0,20,155.31340397059745,0
2024-07-13,1238,West,Beauty,8.0,40,303.9557135530802,0
2023-12-24,2782,West,Beauty,19.0,60,1130.9326885082328,1
2023-01-31,1847,East,Home,2.0,100,196.4072285371492,0
2024-01-28,1949,North,Beauty,14.0,60,831.0723842853205,1
2024-05-25,2097,South,Electronics,3.0,20,60.0,0
2023-07-27,1549,North,Electronics,9.0,100,864.6319237266576,1
2024-10-25,2810,West,Beauty,2.0,20,73.78687124860022,0
2024-06-15,1087,North,Clothing,15.0,40,561.2370645469136,0
2024-08-31,2660,West,Electronics,5.0,20,106.3871788355334,0
2024-06-13,1720,Unknown,Electronics,10.0,20,70.48283597806181,0
2024-11-07,1437,North,Sports,14.0,100,1429.8656991849205,1
2024-02-03,1086,North,Electronics,6.0,40,235.31257488615535,0
2023-05-19,1666,Unknown,Sports,18.0,150,2232.3543537781675,1
2024-10-20,2564,North,Sports,19.0,20,337.7813006392827,0
2023-09-08,1814,West,Electronics,5.0,60,319.60399087722817,0
2023-05-13,1509,Unknown,Electronics,14.0,40,560.0,0
2023-12-11,1906,South,Beauty,13.0,20,250.6421042378216,0
2023-02-21,1876,North,Clothing,15.0,20,301.7001701651759,0
2024-05-14,2649,Unknown,Clothing,5.0,150,739.3265949554049,1
2023-08-09,2569,Unknown,Electronics,12.0,60,720.0,0
2024-11-29,2534,North,Home,16.0,40,652.4520586157158,0
2024-11-10,1997,West,Beauty,11.0,40,440.44756055354696,0
2023-08-16,1980,North,Home,9.0,100,898.3315314300236,1
2023-05-21,2915,West,Sports,5.0,150,768.7185719291559,1
2023-12-16,2739,North,Electronics,16.0,150,2232.3543537781675,1
2023-11-22,1302,East,Home,9.0,150,1375.0251557990614,1
2023-03-11,1676,North,Clothing,9.0,100,872.674063732204,1
2023-05-21,1101,North,Electronics,14.0,150,2125.8235279484884,1
2023-05-07,2763,North,Beauty,9.0,20,174.82892989322204,0
2023-05-05,2064,North,Beauty,16.0,100,1596.3682251597986,1
2024-05-13,2255,North,Clothing,11.0,20,199.94001222651167,0
2024-10-14,1350,West,Clothing,9.0,150,1356.3751670282995,1
2024-02-08,2071,Unknown,Clothing,11.0,150,1653.822686083486,1
2024-10-04,1872,Unknown,Home,5.0,60,314.34002428979863,0
2024-08-02,1511,East,Home,17.0,100,1736.382639650667,1
2023-05-04,1827,South,Electronics,13.0,150,1942.1287222488893,1
2024-07-19,2315,North,Sports,12.0,40,521.1432808600482,0
2024-01-24,1172,North,Electronics,13.0,100,1332.870277515332,1
2023-04-18,1976,Unknown,Electronics,7.0,20,104.45942815521325,0
2023-09-18,1892,Unknown,Beauty,5.0,150,711.3978230231703,1
2024-09-17,2589,Unknown,Electronics,15.0,40,585.6484875364939,0
2024-10-10,2605,West,Beauty,14.0,40,602.2242672289225,0
2023-12-03,1945,East,Electronics,18.0,150,2232.3543537781675,1
2024-07-12,1874,South,Clothing,5.0,100,508.0038101959866,0
2023-12-31,2573,North,Home,18.0,40,707.8648217708844,1
2024-06-13,2926,North,Electronics,10.0,60,200.87092552840065,0
2023-12-23,2280,South,Sports,10.0,20,204.0427572332416,0
2023-12-06,2715,East,Beauty,7.0,150,1045.6762689626685,1
2024-08-16,2890,West,Clothing,6.0,100,573.6617714396511,0
2024-04-16,2579,Unknown,Clothing,1.0,60,50.38388190406664,0
2023-07-27,1146,North,Clothing,2.0,40,78.65757803884394,0
2023-11-21,2276,North,Clothing,1.0,20,33.45309634043677,0
2023-12-26,1081,South,Sports,18.0,20,349.66418405828324,0
2023-06-26,2307,South,Sports,10.0,150,2232.3543537781675,1
2024-09-11,1930,East,Electronics,4.0,40,198.25999849223237,0
2024-12-25,2818,Unknown,Home,5.0,100,522.7572473301328,0
2023-10-04,2457,West,Beauty,6.0,40,253.35677547357284,0
2023-04-22,2174,North,Home,13.0,20,225.62302718014232,0
2023-09-23,1197,Unknown,Clothing,19.0,100,1911.194009091708,1
2023-09-28,1370,North,Home,2.0,100,211.44714095179495,0
2024-12-23,2061,North,Electronics,13.0,100,1278.7053385973547,1
2024-04-18,1034,East,Electronics,13.0,60,757.0949191808938,1
2024-09-29,2686,Unknown,Beauty,11.0,20,220.88549130999849,0
2023-08-19,2322,West,Electronics,7.0,40,265.4526487932886,0
2023-06-22,1173,North,Clothing,12.0,150,1803.436989898724,1
2023-02-15,2650,Unknown,Beauty,14.0,150,2071.2551693019486,1
2024-11-06,1024,East,Beauty,11.0,20,234.35849736814723,0
2023-04-16,2226,West,Beauty,16.0,100,1605.6667182818296,1
2024-08-18,2285,North,Electronics,10.0,150,1508.112415502285,1
2023-08-12,2866,Unknown,Electronics,4.0,150,615.419350992231,0
2023-10-02,1582,North,Electronics,1.0,100,131.77746858629416,0
2023-05-25,1838,North,Clothing,1.0,60,57.27857640650307,0
2024-01-02,1756,West,Beauty,13.0,60,771.7445145752699,1
2023-08-15,2422,West,Clothing,7.0,150,1042.110535655161,1
2023-12-31,1760,Unknown,Home,13.0,40,513.2431538286417,0
2024-04-27,2989,North,Clothing,3.0,100,309.6683933825729,0
2024-09-07,2991,East,Clothing,10.0,150,1532.388353250598,1
2023-08-01,1134,South,Home,4.0,150,573.1372045298574,0
2024-12-09,1504,Unknown,Electronics,8.0,150,1173.9397694510465,1
2024-12-09,1911,East,Beauty,18.0,20,353.273913839418,0
2023-05-13,1332,North,Sports,4.0,60,229.6901642194551,0
2023-12-04,1244,West,Beauty,4.0,60,225.94145292693912,0
2024-09-06,2923,North,Beauty,16.0,20,316.9694741538896,0
2023-05-10,1752,North,Clothing,10.0,150,1484.12514760471,1
2023-04-15,1325,North,Beauty,11.0,150,1617.669782296571,1
2023-09-27,2570,West,Clothing,19.0,60,1138.7255522429252,1
2024-11-30,2318,North,Clothing,12.0,60,697.2210131130022,1
2023-10-02,1903,Unknown,Clothing,11.0,40,439.2930425846376,0
2023-05-08,2805,Unknown,Beauty,7.0,60,419.1391698314898,0
2023-05-29,1019,West,Clothing,13.0,20,274.11599390068454,0
2024-11-14,2007,North,Home,19.0,100,1915.1768156675057,1
2024-10-04,1203,North,Clothing,9.0,60,559.4229009133905,0
2024-08-11,1571,West,Clothing,18.0,60,1034.614646310433,1
2024-02-18,1990,West,Clothing,17.0,20,334.09352117822215,0
